"","created_at","id","text","ticker"
"1","Thu Jan 02 15:45:02 +0000 2014",418769914569428992,"$AAPL - Wall St. kicks off New Year on lower note -&gt; http://t.co/GUoph3R13c #stock #stocks #stockaction","AAPL"
"2","Thu Jan 02 04:31:32 +0000 2014",418600422740197376,"RT @StockTwits: Here's how Apple could be making a huge push into healthcare --&gt; http://t.co/nd4QHzdEyX $AAPL","AAPL"
"3","Thu Jan 02 15:28:15 +0000 2014",418765690913705984,"RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH","AAPL"
"4","Thu Jan 02 16:52:48 +0000 2014",418786968609513472,"@DrPaulyDeSantis 

$AAPL having breathing difficulties","AAPL"
"5","Thu Jan 02 17:02:11 +0000 2014",418789330031628288,"Emylers: Cheeky's Board!: $AAPL Up to date company activities and other impo http://t.co/6PLcfrTV55","AAPL"
"6","Thu Jan 02 22:46:49 +0000 2014",418876059820363776,"$AAPL BlackBerry and singer Alicia Keys to part ways http://t.co/Iu5q7k4g1O","AAPL"
"7","Thu Jan 02 11:15:21 +0000 2014",418702046561566720,"$AAPL - Chinas Xiaomi says to more than double smartphone sales in 2014 -&gt; http://t.co/3Cd2Qt5rhD #stock #stocks #stockaction","AAPL"
"8","Thu Jan 02 20:29:42 +0000 2014",418841553289756672,"RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH","AAPL"
"9","Thu Jan 02 19:23:00 +0000 2014",418824767698124800,"RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH","AAPL"
"10","Thu Jan 02 17:54:54 +0000 2014",418802596610977792,"What are your top picks for Q1 2014? Here are mine: $AAPL $CREE $FB $CLDX $SNE","AAPL"
"11","Thu Jan 02 19:52:15 +0000 2014",418832128680263680,"RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH","AAPL"
"12","Thu Jan 02 16:24:17 +0000 2014",418779792175943680,"$AAPL US STOCKS-Wall St kicks off New Year on lower note http://t.co/6fybNFG2Jj","AAPL"
"13","Thu Jan 02 15:12:40 +0000 2014",418761769260040192,"RT @FortuneMagazine: Apple gained 8% in 2013 vs S&amp;P's 30% but don't cry for $AAPL investors. At least not the long term ones. http://t.co/X…","AAPL"
"14","Thu Jan 02 16:06:33 +0000 2014",418775329440681984,"RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH","AAPL"
"15","Thu Jan 02 21:37:05 +0000 2014",418858510873403392,"RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH","AAPL"
"16","Thu Jan 02 21:47:23 +0000 2014",418861102928519168,"$AAPL - Apple Will Be The Main Victim Of Microsoft And Google Cutthroat Smartp... -&gt; http://t.co/RkPYPzAjpx #stock #stocks #stockaction","AAPL"
"17","Thu Jan 02 18:38:57 +0000 2014",418813682160640000,"New Education: Supply/Demand Zones, Accumulation/Distribution, &amp; Price Patterns http://t.co/IA7BJllORO $SPY $QQQ $IWM $AAPL $TWTR $STUDY","AAPL"
"18","Thu Jan 02 20:36:37 +0000 2014",418843293909139456,"I bought a new TV this year. Would probably have been a $AAPL TV if they made one, competition didn't seem to be very strong.","AAPL"
"19","Thu Jan 02 20:52:18 +0000 2014",418847240753405952,"$AAPL [video] Apple Denies Working With NSA, and More http://t.co/VDXNDglE2c","AAPL"
"20","Thu Jan 02 06:12:18 +0000 2014",418625781497987072,"$AAPL Cleaning the Mobile Germ Warehouse http://t.co/ccmsRgWSjd","AAPL"
