"","created_at","id","text","ticker"
"1","Wed Jan 01 11:00:54 +0000 2014",418336022238228480,"Weekly S&amp;P100 #Stocks Trend $DIS $CSCO $KO $TGT $BHI $AXP $HD $UTX $PM $MDLZ $BK $UNP $MON $TXN $ALL $FCX  @ http://t.co/n4QZIDxy7w","KO"
"2","Wed Jan 01 00:00:48 +0000 2014",418169902613008384,"Dow #Stocks Trend $AXP $UTX $CSCO $KO $HD $DIS $V $IBM $DD $INTC $JPM $UNH $TRV $MRK $MMM $GE $GS $MSFT $CAT  @ http://t.co/TvzJfd0RGT","KO"
"3","Thu Jan 02 13:55:01 +0000 2014",418742227981307904,"$KO - UBS Top High Conviction Stock Picks for 2014 -&gt; http://t.co/8e6eEn2GPC #stock #stocks #stockaction","KO"
"4","Fri Jan 03 15:50:18 +0000 2014",419133627859873792,"$KO Up to date company activities and other important information about $KO $KO DD Notes ~ http://www.ddnotesm http://t.co/QMAZkRMxZM","KO"
"5","Fri Jan 03 11:01:06 +0000 2014",419060848288464896,"Weekly Dow #Stocks Trend $DIS $WMT $HD $GS $V $INTC $IBM $UTX $VZ $UNH $T $MSFT $AXP $JPM $MRK $CSCO $KO $CVX  @ http://t.co/TvzJfd0RGT","KO"
"6","Fri Jan 03 23:09:49 +0000 2014",419244235833896960,"The Internet of Soda: Why Coca-Cola $KO Has Stockpiled 16 Million Network IDs |  http://t.co/iT4eIbUC65 http://t.co/1brOAOVQU7","KO"
"7","Sun Jan 05 13:21:03 +0000 2014",419820843565207552,"The Coca Cola Company: Unlocking Value In 2014 And Beyond http://t.co/HLdVOa5ZPN $DPS $PEP $KO","KO"
"8","Wed Jan 08 23:32:54 +0000 2014",421061984293900288,"$KO News Alert:  http://t.co/AGgcY9L5Zk  Updated options view: http://t.co/m9nRKQcssJ  All options views: http://t.co/PKAPKSoe24","KO"
"9","Sat Jan 11 04:38:00 +0000 2014",421863540928937984,"Inactive day for us today. Closed the week with these longs: $ACHN $DDD $GE $JNJ $KO $POT $TSLA $V. Have a good weekend everyone!","KO"
"10","Sat Jan 11 01:19:05 +0000 2014",421813481927868416,"$KO - Coca-Coca Pomegranate Drink Targeted in High Court Case -&gt; http://t.co/GetxGTY728 #stock #stocks #stockaction","KO"
"11","Sat Jan 11 00:01:03 +0000 2014",421793844175196160,"S&amp;P100 #Stocks Performance $BHI $BMY $AEP $SLB $LOW $SO $HAL $F $MSFT $FCX $CMCSA $MDLZ $ORCL $MON $KO  more@ http://t.co/n4QZIDxy7w","KO"
"12","Mon Jan 13 10:42:14 +0000 2014",422679979000725504,"#Pennystock Research on $KO $SVBL $HSY $FNFG $CCEL $SPPI http://t.co/IAkFJwV9Ua","KO"
"13","Wed Jan 15 23:16:07 +0000 2014",423594475685163008,"$KO News Alert:  http://t.co/qVdO5unYMS  Updated options view: http://t.co/ghWM2wpdVM  All options views: http://t.co/Vei1uWkmjC","KO"
"14","Tue Jan 21 21:13:20 +0000 2014",425737903436595200,"$KO Boycotting SodaStream: righteous protest, or empty gesture? http://t.co/hQWGLbVNhZ","KO"
"15","Tue Jan 21 05:02:53 +0000 2014",425493681668235264,"Bearish on these #stocks $AFOP $BXC $STAG $KO Must see http://t.co/ck1x6LaJPx","KO"
"16","Tue Jan 21 11:31:11 +0000 2014",425591400600592384,"$KO Retirement: The Forgotten Pieces Of The Puzzle http://t.co/YqVfRewSGg","KO"
"17","Tue Jan 21 22:52:34 +0000 2014",425762876297863168,"Find the next $STMP $GNVC  $KO Must see http://t.co/BzQKvjAFos","KO"
